dataset_name,window_id,record_id,subject_id,session_id,session_name,signal_channel,window_start_ts_utc,window_end_ts_utc,window_seconds,expected_sample_count,sample_count,window_coverage_ratio,missing_value_ratio,flatline_ratio,window_mean,window_std,window_min,window_max,window_iqr,window_mad,window_range,is_low_coverage_window,is_flatline_like_window,is_high_motion_window,is_higher_relative_variability_window
ludb,1_0,1,1,0,,i,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.2566513302660532,0.00038904428904428884,0.10682002371377444,-0.10955710955710955,0.8904428904428905,0.02156177156177156,0.011072261072261072,1.0,False,False,False,True
ludb,2_0,2,1,0,,ii,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.38967793558711744,0.00039834162520729693,0.09586601288030189,-0.13598673300165837,0.8640132669983416,0.03150912106135987,0.01658374792703151,1.0,False,False,False,True
ludb,3_0,3,1,0,,iii,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.39887977595519103,0.0006613506916192028,0.07246485107692162,-0.7786818551668023,0.22131814483319773,0.01790073230268511,0.008136696501220505,1.0,False,False,False,False
ludb,4_0,4,1,0,,avr,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.2340468093618724,0.0002257309941520462,0.10710730771826138,-0.8866959064327485,0.11330409356725146,0.025584795321637425,0.013157894736842105,1.0,False,False,False,False
ludb,5_0,5,1,0,,avl,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.23304660932186438,0.0002456140350877202,0.09655768662609822,-0.11476608187134503,0.8852339181286549,0.019005847953216373,0.009502923976608187,1.0,False,False,False,False
ludb,6_0,6,1,0,,avf,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.26785357071414284,2.0057306590257906e-05,0.06803274063333188,-0.3681948424068768,0.6318051575931232,0.03581661891117478,0.017191977077363897,1.0,False,False,False,False
ludb,7_0,7,1,0,,v1,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.4920984196839368,0.000567784256559767,0.1012903450088575,-0.8046647230320699,0.19533527696793002,0.04518950437317784,0.014577259475218658,1.0,False,False,False,False
ludb,8_0,8,1,0,,v2,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.31926385277055414,7.175572519084006e-05,0.12770264081297533,-0.39567430025445294,0.6043256997455471,0.04325699745547074,0.01590330788804071,1.0,False,False,False,False
ludb,9_0,9,1,0,,v3,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.3348669733946789,3.54138999557331e-05,0.1061897747741104,-0.2456839309428951,0.7543160690571049,0.02788844621513944,0.011066843736166444,1.0,False,False,False,False
ludb,10_0,10,1,0,,v4,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.41988397679535905,3.9274924471298854e-05,0.09517372903611587,-0.19896417781614156,0.8010358221838585,0.02891670263271472,0.012516184721622787,1.0,False,False,False,False
ludb,11_0,11,1,0,,v5,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.395879175835167,0.0004801350048216003,0.09958854106303057,-0.11620057859209257,0.8837994214079075,0.026518804243008683,0.01253616200578592,1.0,False,False,False,False
ludb,12_0,12,1,0,,v6,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.4272854570914183,0.0003407000686341797,0.10356129284211651,-0.0967741935483871,0.9032258064516129,0.03912148249828414,0.018531228551818806,1.0,False,False,False,False
ludb,13_0,13,2,0,,i,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.22724544908981797,0.0009235449735449743,0.09127827095358307,-0.3201058201058201,0.6798941798941799,0.07804232804232804,0.03042328042328042,1.0,False,False,False,False
ludb,14_0,14,2,0,,ii,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.3006601320264053,9.354536950420936e-05,0.08422211249290043,-0.2507015902712816,0.7492984097287184,0.05144995322731525,0.023386342376052385,1.0,False,False,False,False
ludb,15_0,15,2,0,,iii,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.3482696539307862,0.0005683168316831683,0.07878011871548349,-0.4002828854314003,0.5997171145685997,0.048090523338048086,0.024045261669024046,1.0,False,False,False,False
ludb,16_0,16,2,0,,avr,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.19663932786557312,0.000635566382460414,0.09145113069432223,-0.7271619975639464,0.2728380024360536,0.06090133982947625,0.029232643118148598,1.0,False,False,False,False
ludb,17_0,17,2,0,,avl,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.20344068813762753,0.00016837209302325592,0.10162665868152995,-0.5511627906976744,0.44883720930232557,0.08604651162790697,0.037209302325581395,1.0,False,False,False,False
ludb,18_0,18,2,0,,avf,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.22344468893778754,0.00018840236686390533,0.07869569643604599,-0.27455621301775146,0.7254437869822485,0.04970414201183432,0.023668639053254437,1.0,False,False,False,False
ludb,19_0,19,2,0,,v1,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.40308061612322466,0.00033474903474903483,0.09931189021214754,-0.6737451737451737,0.32625482625482627,0.03667953667953668,0.017374517374517374,1.0,False,False,False,False
ludb,20_0,20,2,0,,v2,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.3596719343868774,0.00013436350257542334,0.13427738400221104,-0.6850625459896983,0.3149374540103017,0.0772626931567329,0.036055923473142015,1.0,False,False,False,False
ludb,21_0,21,2,0,,v3,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.35047009401880375,0.0006882896764252694,0.10757091924362751,-0.6964560862865947,0.3035439137134052,0.06702619414483821,0.028505392912172575,1.0,False,False,False,False
ludb,22_0,22,2,0,,v4,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.35247049409881975,0.0002685185185185185,0.0903949950635374,-0.3022875816993464,0.6977124183006536,0.03812636165577342,0.01906318082788671,1.0,False,False,False,False
ludb,23_0,23,2,0,,v5,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.3594718943788758,1.9777341191879478e-05,0.10401554839269885,-0.19646365422396855,0.8035363457760314,0.05697445972495088,0.029469548133595286,1.0,False,False,False,False
ludb,24_0,24,2,0,,v6,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.352870574114823,0.0003435626102292776,0.10949146201356674,-0.15079365079365079,0.8492063492063492,0.05202821869488536,0.02513227513227513,1.0,False,False,False,False
ludb,25_0,25,3,0,,i,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.2354470894178836,0.0008476697736351532,0.10600494472516112,-0.3195739014647137,0.6804260985352862,0.04127829560585885,0.01997336884154461,1.0,False,False,False,False
ludb,26_0,26,3,0,,ii,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.29725945189037806,7.387862796833762e-07,0.14313597700697533,-0.10501319261213721,0.8949868073878628,0.04327176781002639,0.018469656992084436,1.0,False,False,False,True
ludb,27_0,27,3,0,,iii,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.2420484096819364,0.00017997039960532797,0.12621606643129923,-0.11198815984213123,0.8880118401578688,0.03798717316230883,0.015786877158362113,1.0,False,False,False,True
ludb,28_0,28,3,0,,avr,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.19343868773754752,3.3696729435084224e-05,0.15210952215907894,-0.8711595639246779,0.1288404360753221,0.05252725470763132,0.024777006937561942,1.0,False,False,False,True
ludb,29_0,29,3,0,,avl,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.1852370474094819,0.0007823248407643311,0.10526776243092777,-0.7643312101910829,0.2356687898089172,0.026273885350318472,0.01194267515923567,1.0,False,False,False,True
ludb,30_0,30,3,0,,avf,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.16663332666533306,0.0002806584362139917,0.13408194793787692,-0.10082304526748971,0.8991769547325102,0.04115226337448559,0.01646090534979424,1.0,False,False,False,True
ludb,31_0,31,3,0,,v1,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.33726745349069814,5.106849315068497e-05,0.14830273133534916,-0.7687671232876713,0.23123287671232876,0.061917808219178076,0.016438356164383564,1.0,False,False,False,True
ludb,32_0,32,3,0,,v2,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.28565713142628524,0.00019187620889748533,0.1387301652231965,-0.739651837524178,0.26034816247582204,0.07040618955512573,0.018955512572533847,1.0,False,False,False,True
ludb,33_0,33,3,0,,v3,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.2464492898579716,8.801108801108803e-06,0.1285051671889371,-0.6642411642411642,0.33575883575883575,0.07033957033957033,0.015592515592515593,1.0,False,False,False,True
ludb,34_0,34,3,0,,v4,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.23024604920984196,0.00021247974068071303,0.1153874148501321,-0.3635872501350621,0.6364127498649379,0.036466774716369534,0.012695840086439758,1.0,False,False,False,True
ludb,35_0,35,3,0,,v5,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.3348669733946789,0.0003886524822695033,0.1335317767537693,-0.11931581143095536,0.8806841885690446,0.024196912807676264,0.01209845640383813,1.0,False,False,False,True
ludb,36_0,36,3,0,,v6,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.36087217443488695,0.0004746376811594204,0.14109465649886163,-0.10567632850241546,0.8943236714975845,0.03698671497584541,0.014492753623188408,1.0,False,False,False,True
ludb,37_0,37,4,0,,i,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.239247849569914,9.033856317093313e-05,0.14142144669923087,-0.22460776218001652,0.7753922378199835,0.06358381502890173,0.023121387283236997,1.0,False,False,False,True
ludb,38_0,38,4,0,,ii,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.32386477295459093,0.0009926023778071334,0.08747144131522475,-0.2985468956406869,0.7014531043593131,0.055482166446499344,0.026420079260237782,1.0,False,False,False,False
ludb,39_0,39,4,0,,iii,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.30686137227445487,0.00048747152619589996,0.12192977165715188,-0.5930144267274108,0.4069855732725892,0.053910402429764616,0.017463933181473046,1.0,False,False,False,True
ludb,40_0,40,4,0,,avr,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.19803960792158432,0.0010319148936170208,0.10836704932643779,-0.7797872340425532,0.22021276595744682,0.06914893617021277,0.027659574468085105,1.0,False,False,False,True
ludb,41_0,41,4,0,,avl,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.1904380876175235,0.00018047192839707095,0.13239458311455135,-0.30431244914564687,0.6956875508543532,0.05614320585842149,0.018714401952807158,1.0,False,False,False,True
ludb,42_0,42,4,0,,avf,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.1950390078015603,0.000708395061728395,0.10854117996096829,-0.4160493827160494,0.5839506172839506,0.05432098765432099,0.02469135802469136,1.0,False,False,False,True
ludb,43_0,43,4,0,,v1,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.45449089817963595,0.00019389830508474573,0.11462048942813954,-0.7141242937853107,0.2858757062146893,0.07231638418079096,0.031638418079096044,1.0,False,False,False,False
ludb,44_0,44,4,0,,v2,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.32506501300260054,0.0003771012006861063,0.13948234470451998,-0.5656089193825042,0.4343910806174957,0.08704974271012006,0.022727272727272724,1.0,False,False,False,True
ludb,45_0,45,4,0,,v3,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.3194638927785557,0.00025016181229773466,0.14402100697603568,-0.5558252427184466,0.4441747572815534,0.0877831715210356,0.025080906148867314,1.0,False,False,False,True
ludb,46_0,46,4,0,,v4,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.3180636127225445,0.00013508144616607067,0.12472816355630913,-0.44060389352403656,0.5593961064759635,0.0707191100516488,0.025824394119984106,1.0,False,False,False,True
ludb,47_0,47,4,0,,v5,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.35247049409881975,8.527667984189663e-05,0.12008290693877453,-0.23517786561264822,0.7648221343873518,0.051877470355731224,0.01976284584980237,1.0,False,False,False,True
ludb,48_0,48,4,0,,v6,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.39447889577915585,0.0006483113069016153,0.10187532573630331,-0.27312775330396477,0.7268722466960352,0.04185022026431718,0.020558002936857563,1.0,False,False,False,False
ludb,49_0,49,5,0,,i,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.3664732946589318,0.0009644599303135887,0.10254844491886503,-0.2038327526132404,0.7961672473867596,0.05400696864111498,0.02264808362369338,1.0,False,False,False,False
ludb,50_0,50,5,0,,ii,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.46649329865973194,0.0014868794326241134,0.08605796530320846,-0.3280141843971631,0.6719858156028369,0.047872340425531915,0.02127659574468085,1.0,False,False,False,False
ludb,51_0,51,5,0,,iii,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.4796959391878376,0.0007002457002457003,0.07532722995527519,-0.547911547911548,0.4520884520884521,0.04176904176904177,0.01965601965601966,1.0,False,False,False,False
ludb,52_0,52,5,0,,avr,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.33926785357071415,0.00039818181818181836,0.09379148400908664,-0.7454545454545455,0.2545454545454545,0.04363636363636363,0.02,1.0,False,False,False,False
ludb,53_0,53,5,0,,avl,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.3520704140828166,8.614609571788425e-05,0.10138818653879006,-0.22418136020151133,0.7758186397984886,0.05289672544080605,0.02267002518891688,1.0,False,False,False,False
ludb,54_0,54,5,0,,avf,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.35067013402680536,0.0013185840707964605,0.08273009011379501,-0.44837758112094395,0.551622418879056,0.058997050147492625,0.028023598820058997,1.0,False,False,False,False
ludb,55_0,55,5,0,,v1,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.4962992598519704,6.686303387334316e-05,0.11923947558316852,-0.7511045655375552,0.24889543446244478,0.07952871870397643,0.03681885125184094,1.0,False,False,False,True
ludb,56_0,56,5,0,,v2,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.4260852170434087,0.0005199186991869917,0.11169993353674926,-0.633130081300813,0.366869918699187,0.06300813008130082,0.025406504065040653,1.0,False,False,False,False
ludb,57_0,57,5,0,,v3,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.4284856971394279,0.00024245591116917042,0.10601828141809344,-0.6250816459830176,0.37491835401698237,0.04898758981058132,0.017635532331809273,1.0,False,False,False,False
ludb,58_0,58,5,0,,v4,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.3744748949789958,0.0003215364695727235,0.09329754398329379,-0.46094087181700477,0.5390591281829953,0.03236944324557618,0.012947777298230469,1.0,False,False,False,False
ludb,59_0,59,5,0,,v5,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.4100820164032807,2.8153762858687564e-06,0.09208045039759293,-0.3421765024363833,0.6578234975636167,0.031131564699512726,0.014618299945858147,1.0,False,False,False,False
ludb,60_0,60,5,0,,v6,1970-01-01 00:00:00+00:00,1970-01-01 00:00:10+00:00,10,5000,5000,1.0,0.0,0.3490698139627926,0.00032824858757062134,0.12299838065955082,-0.2923728813559322,0.7076271186440678,0.1274717514124294,0.06497175141242938,1.0,False,False,False,True
