dataset_name,subject_id,session_id,session_name,signal_channel,window_count,avg_window_std,avg_window_coverage_ratio,avg_missing_value_ratio,low_coverage_window_count,flatline_window_count,high_motion_window_count,higher_relative_variability_window_count
wearable_exam_stress,S1,1,midterm_1,acc_magnitude,187,4.343829932696284,0.9962733957219251,0.0037266042780748666,1,4,41,41
wearable_exam_stress,S1,1,midterm_1,acc_x,187,8.31357587918488,0.9962733957219251,0.0037266042780748666,1,33,0,33
wearable_exam_stress,S1,1,midterm_1,acc_y,187,8.17313382320323,0.9962733957219251,0.0037266042780748666,1,40,0,26
wearable_exam_stress,S1,1,midterm_1,acc_z,187,13.605113170481495,0.9962733957219251,0.0037266042780748666,1,11,0,55
wearable_exam_stress,S1,1,midterm_1,bvp,187,3.4697958655137047,0.9962775735294118,0.003722426470588235,1,0,0,0
wearable_exam_stress,S1,1,midterm_1,eda,187,0.03403690879607884,0.9962566844919787,0.0037433155080213902,1,0,0,41
wearable_exam_stress,S1,1,midterm_1,hr,187,4.544799192341667,0.9954545454545455,0.004545454545454545,1,0,0,47
wearable_exam_stress,S1,1,midterm_1,temp,187,0.026461581517190195,0.9962566844919787,0.0037433155080213902,1,0,0,19
wearable_exam_stress,S1,2,midterm_2,acc_magnitude,186,4.633243138602451,0.9979166666666667,0.0020833333333333333,1,17,39,39
wearable_exam_stress,S1,2,midterm_2,acc_x,186,11.058119136155854,0.9979166666666667,0.0020833333333333333,1,27,0,50
wearable_exam_stress,S1,2,midterm_2,acc_y,186,9.81237958949345,0.9979166666666667,0.0020833333333333333,1,34,0,44
wearable_exam_stress,S1,2,midterm_2,acc_z,186,13.688401310757003,0.9979166666666667,0.0020833333333333333,1,29,0,61
wearable_exam_stress,S1,2,midterm_2,bvp,186,39.89139631927621,0.9979068660394266,0.0020931339605734767,1,0,0,62
wearable_exam_stress,S1,2,midterm_2,eda,186,0.004848140502817424,0.9978494623655914,0.002150537634408602,1,0,0,3
wearable_exam_stress,S1,2,midterm_2,hr,186,4.976957319948507,0.9970430107526881,0.0029569892473118283,1,0,0,56
wearable_exam_stress,S1,2,midterm_2,temp,186,0.10623622895915145,0.9978494623655914,0.002150537634408602,1,0,0,42
wearable_exam_stress,S2,1,midterm_1,acc_magnitude,200,3.6041904771411803,0.9986875000000001,0.0013125,1,1,42,42
wearable_exam_stress,S2,1,midterm_1,acc_x,200,7.55797633434885,0.9986875000000001,0.0013125,1,47,0,30
wearable_exam_stress,S2,1,midterm_1,acc_y,200,5.792935437948103,0.9986875000000001,0.0013125,1,29,0,19
wearable_exam_stress,S2,1,midterm_1,acc_z,200,6.251375633612735,0.9986875000000001,0.0013125,1,14,0,12
wearable_exam_stress,S2,1,midterm_1,bvp,200,9.22938992698206,0.9986940104166666,0.0013059895833333333,1,0,0,0
wearable_exam_stress,S2,1,midterm_1,eda,200,0.023948284472882993,0.998625,0.0013750000000000001,1,0,0,32
wearable_exam_stress,S2,1,midterm_1,hr,200,5.175971941992852,0.9979166666666667,0.0020833333333333333,1,0,0,66
wearable_exam_stress,S2,1,midterm_1,temp,200,0.04015248329751182,0.9986666666666666,0.0013333333333333333,1,0,0,60
wearable_exam_stress,S2,2,midterm_2,acc_magnitude,232,4.057471517572929,0.9974811422413793,0.0025188577586206895,1,0,58,58
wearable_exam_stress,S2,2,midterm_2,acc_x,232,7.383750257405583,0.9974811422413793,0.0025188577586206895,1,21,0,36
wearable_exam_stress,S2,2,midterm_2,acc_y,232,7.096907364938932,0.9974811422413793,0.0025188577586206895,1,13,0,28
wearable_exam_stress,S2,2,midterm_2,acc_z,232,7.167845340879072,0.9974811422413793,0.0025188577586206895,1,25,0,21
wearable_exam_stress,S2,2,midterm_2,bvp,232,38.275762809913665,0.9974800197557472,0.0025199802442528734,1,0,0,94
wearable_exam_stress,S2,2,midterm_2,eda,232,0.018081707604267274,0.9974137931034484,0.002586206896551724,1,0,0,35
wearable_exam_stress,S2,2,midterm_2,hr,232,3.8679705164943887,0.9967672413793104,0.003232758620689655,1,0,0,42
wearable_exam_stress,S2,2,midterm_2,temp,232,0.09274858265102642,0.9974137931034484,0.002586206896551724,1,0,0,50
wearable_exam_stress,S3,1,midterm_1,acc_magnitude,204,4.999828736050079,0.9977941176470588,0.0022058823529411764,1,1,67,67
wearable_exam_stress,S3,1,midterm_1,acc_x,204,12.83408718853496,0.9977941176470588,0.0022058823529411764,1,18,0,83
wearable_exam_stress,S3,1,midterm_1,acc_y,204,11.708735599417185,0.9977941176470588,0.0022058823529411764,1,37,0,79
wearable_exam_stress,S3,1,midterm_1,acc_z,204,14.059739271103723,0.9977941176470588,0.0022058823529411764,1,16,0,75
wearable_exam_stress,S3,1,midterm_1,bvp,204,8.704828211420164,0.9977877348856209,0.002212265114379085,1,0,0,1
wearable_exam_stress,S3,1,midterm_1,eda,204,0.029842150140700803,0.9977941176470588,0.0022058823529411764,1,0,0,38
wearable_exam_stress,S3,1,midterm_1,hr,204,4.611615818518844,0.9969771241830065,0.003022875816993464,1,0,0,45
wearable_exam_stress,S3,1,midterm_1,temp,204,0.029297605678187406,0.9977124183006536,0.0022875816993464053,1,0,0,24
wearable_exam_stress,S3,2,midterm_2,acc_magnitude,171,6.887730602044058,0.9985380116959064,0.0014619883040935672,1,0,76,76
wearable_exam_stress,S3,2,midterm_2,acc_x,171,13.821388991610497,0.9985380116959064,0.0014619883040935672,1,10,0,73
wearable_exam_stress,S3,2,midterm_2,acc_y,171,15.083478897670995,0.9985380116959064,0.0014619883040935672,1,2,0,78
wearable_exam_stress,S3,2,midterm_2,acc_z,171,19.953703487371953,0.9985380116959064,0.0014619883040935672,1,4,0,81
wearable_exam_stress,S3,2,midterm_2,bvp,171,119.60188076017697,0.9985334429824562,0.0014665570175438597,1,7,0,137
wearable_exam_stress,S3,2,midterm_2,eda,171,0.044296110881800604,0.9985380116959064,0.0014619883040935672,1,0,0,72
wearable_exam_stress,S3,2,midterm_2,hr,171,4.616966577557809,0.9975633528265108,0.002436647173489279,1,5,0,37
wearable_exam_stress,S3,2,midterm_2,temp,171,0.12466207352840325,0.9984405458089668,0.0015594541910331384,1,0,0,60
wearable_exam_stress,S4,1,midterm_1,acc_magnitude,195,4.401683243512026,0.9994711538461538,0.0005288461538461538,0,0,54,54
wearable_exam_stress,S4,1,midterm_1,acc_x,195,9.453917358792753,0.9994711538461538,0.0005288461538461538,0,33,0,47
wearable_exam_stress,S4,1,midterm_1,acc_y,195,7.508741064848094,0.9994711538461538,0.0005288461538461538,0,19,0,33
wearable_exam_stress,S4,1,midterm_1,acc_z,195,12.277848583676972,0.9994711538461538,0.0005288461538461538,0,10,0,56
wearable_exam_stress,S4,1,midterm_1,bvp,195,2.260435832849342,0.9994604700854701,0.0005395299145299145,0,0,0,0
wearable_exam_stress,S4,1,midterm_1,eda,195,0.030528769633803056,0.9994871794871795,0.0005128205128205128,0,73,0,31
wearable_exam_stress,S4,1,midterm_1,hr,195,5.0734122465960665,0.9986324786324786,0.0013675213675213675,1,0,0,60
wearable_exam_stress,S4,1,midterm_1,temp,195,0.025958398603361275,0.9994871794871795,0.0005128205128205128,0,0,0,18
wearable_exam_stress,S4,2,midterm_2,acc_magnitude,224,4.7529146771041635,0.9964983258928571,0.0035016741071428573,1,0,56,56
wearable_exam_stress,S4,2,midterm_2,acc_x,224,9.112776495594558,0.9964983258928571,0.0035016741071428573,1,8,0,50
wearable_exam_stress,S4,2,midterm_2,acc_y,224,8.419052874926443,0.9964983258928571,0.0035016741071428573,1,25,0,49
wearable_exam_stress,S4,2,midterm_2,acc_z,224,12.512490264828093,0.9964983258928571,0.0035016741071428573,1,19,0,68
wearable_exam_stress,S4,2,midterm_2,bvp,224,101.78826645828836,0.9964913504464287,0.0035086495535714282,1,46,0,136
wearable_exam_stress,S4,2,midterm_2,eda,224,0.09698011240946394,0.9964285714285713,0.0035714285714285718,1,96,0,108
wearable_exam_stress,S4,2,midterm_2,hr,224,3.3479663375120157,0.9957589285714287,0.004241071428571428,1,44,0,28
wearable_exam_stress,S4,2,midterm_2,temp,224,0.1266675049841136,0.9964285714285713,0.0035714285714285718,1,0,0,125
wearable_exam_stress,S5,1,midterm_1,acc_magnitude,201,4.011601720139526,0.9951181592039802,0.0048818407960199,1,2,45,45
wearable_exam_stress,S5,1,midterm_1,acc_x,201,8.530501268308686,0.9951181592039802,0.0048818407960199,1,14,0,43
wearable_exam_stress,S5,1,midterm_1,acc_y,201,9.885627910822345,0.9951181592039802,0.0048818407960199,1,35,0,61
wearable_exam_stress,S5,1,midterm_1,acc_z,201,10.899974610932611,0.9951181592039802,0.0048818407960199,1,15,0,35
wearable_exam_stress,S5,1,midterm_1,bvp,201,4.01590313746073,0.9951220460199005,0.004877953980099502,1,0,0,0
wearable_exam_stress,S5,1,midterm_1,eda,201,0.020780438614817712,0.9951492537313433,0.004850746268656716,1,83,0,15
wearable_exam_stress,S5,1,midterm_1,hr,200,5.123213917935535,0.9993333333333334,0.0006666666666666666,0,0,0,62
wearable_exam_stress,S5,1,midterm_1,temp,200,0.02868459164488671,1.0,0.0,0,0,0,27
wearable_exam_stress,S5,2,midterm_2,acc_magnitude,201,4.260122954257403,0.996377487562189,0.0036225124378109455,1,0,36,36
wearable_exam_stress,S5,2,midterm_2,acc_x,201,9.622570589055321,0.996377487562189,0.0036225124378109455,1,15,0,54
wearable_exam_stress,S5,2,midterm_2,acc_y,201,10.807921721723252,0.996377487562189,0.0036225124378109455,1,11,0,62
wearable_exam_stress,S5,2,midterm_2,acc_z,201,13.071813335125716,0.996377487562189,0.0036225124378109455,1,15,0,56
wearable_exam_stress,S5,2,midterm_2,bvp,201,44.518364801463605,0.9963761919568822,0.0036238080431177447,1,0,0,94
wearable_exam_stress,S5,2,midterm_2,eda,201,0.02854046396517809,0.9963930348258707,0.003606965174129353,1,70,0,59
wearable_exam_stress,S5,2,midterm_2,hr,201,4.29486033504978,0.9956053067993367,0.0043946932006633495,1,0,0,46
wearable_exam_stress,S5,2,midterm_2,temp,201,0.12444211637624468,0.9963515754560531,0.0036484245439469317,1,0,0,71
wearable_exam_stress,S6,1,midterm_1,acc_magnitude,186,4.443641881706592,0.9994119623655914,0.0005880376344086022,0,2,50,50
wearable_exam_stress,S6,1,midterm_1,acc_x,186,8.891325928995165,0.9994119623655914,0.0005880376344086022,0,20,0,42
wearable_exam_stress,S6,1,midterm_1,acc_y,186,11.518696403676879,0.9994119623655914,0.0005880376344086022,0,21,0,62
wearable_exam_stress,S6,1,midterm_1,acc_z,186,10.78310405767911,0.9994119623655914,0.0005880376344086022,0,5,0,42
wearable_exam_stress,S6,1,midterm_1,bvp,186,3.295322514566707,0.9994161626344086,0.0005838373655913979,0,0,0,0
wearable_exam_stress,S6,1,midterm_1,eda,186,0.07315590026302903,0.9993279569892473,0.0006720430107526882,0,69,0,97
wearable_exam_stress,S6,1,midterm_1,hr,186,4.954345801479538,0.9985663082437275,0.0014336917562724014,1,0,0,50
wearable_exam_stress,S6,1,midterm_1,temp,186,0.03407550759296996,0.9992831541218639,0.0007168458781362007,0,0,0,35
wearable_exam_stress,S6,2,midterm_2,acc_magnitude,237,3.8406900891968982,0.9978902953586498,0.002109704641350211,1,0,42,42
wearable_exam_stress,S6,2,midterm_2,acc_x,237,8.955184166636043,0.9978902953586498,0.002109704641350211,1,41,0,65
wearable_exam_stress,S6,2,midterm_2,acc_y,237,9.358745618417277,0.9978902953586498,0.002109704641350211,1,39,0,65
wearable_exam_stress,S6,2,midterm_2,acc_z,237,9.49600898694607,0.9978902953586498,0.002109704641350211,1,6,0,44
wearable_exam_stress,S6,2,midterm_2,bvp,237,36.573597359547435,0.9978902953586498,0.002109704641350211,1,0,0,82
wearable_exam_stress,S6,2,midterm_2,eda,237,0.03570560601462706,0.9978902953586498,0.002109704641350211,1,64,0,75
wearable_exam_stress,S6,2,midterm_2,hr,237,4.5332482553679725,0.9972573839662447,0.0027426160337552744,1,0,0,67
wearable_exam_stress,S6,2,midterm_2,temp,237,0.11561441713291257,0.9978902953586498,0.002109704641350211,1,0,0,75
